iter	RMSE
299	0.06837450196
300	0.06833376975
301	0.06826047613
302	0.0681733699
303	0.06811014713
304	0.06803630891
305	0.06799289454
306	0.06794173791
307	0.06787964552
308	0.0677848709
309	0.06771605236
310	0.06758542248
311	0.0675299162
312	0.06746316588
313	0.06741395808
314	0.06735367565
315	0.06730056612
316	0.0671962762
317	0.06714112287
318	0.06705254007
319	0.06698937965
320	0.06695235275
321	0.06693865738
322	0.0668384582
323	0.06679696704
324	0.0667239079
325	0.06667312873
326	0.0666287712
327	0.06658013466
328	0.06655441255
329	0.06653714979
330	0.06648804088
331	0.06637892876
332	0.0662918989
333	0.066238078
334	0.0662214822
335	0.06617573052
336	0.06613923216
337	0.0660793538
338	0.06601693176
339	0.06594090869
340	0.0659074985
341	0.06588361902
342	0.06579796292
343	0.06568004827
344	0.06555393374
345	0.0654941621
346	0.06545327992
347	0.06539552053
348	0.06532116069
349	0.06527724103
350	0.06525157135
351	0.06521579859
352	0.06516650231
353	0.06510499417
354	0.06495660001
355	0.06489361554
356	0.06480563601
357	0.06476049358
358	0.06471861443
359	0.06467324281
360	0.06461090258
361	0.06454680771
362	0.06447458526
363	0.06443083534
364	0.06437518713
365	0.06429870037
366	0.06426928994
367	0.06421784313
368	0.06418240704
369	0.0640731414
370	0.06402021127
371	0.06399952928
372	0.06394414749
373	0.06390841465
374	0.0638817664
375	0.06383846186
376	0.06381334189
377	0.06375921488
378	0.06373925141
379	0.06370235271
380	0.06366473039
381	0.06363156214
382	0.06359382398
383	0.06356563949
384	0.06352893795
385	0.06351217795
386	0.06349129428
387	0.063438992
388	0.06342227731
389	0.06338990997
390	0.06334530051
391	0.06329179499
392	0.06325519742
393	0.06316245299
394	0.06314646249
395	0.06305795207
396	0.06303500334
397	0.06302918789
398	0.06293466155
399	0.06290116482
400	0.06281113874
401	0.06276026751
402	0.06273788757
403	0.06267912394
404	0.06264646218
405	0.0626301703
406	0.06255969437
407	0.06249369606
408	0.06247252038
409	0.06243398203
410	0.06237197558
411	0.06234248249
412	0.06228302049
413	0.06225332933
414	0.06218611272
415	0.06215062556
416	0.06212905364
417	0.062025822
418	0.0619847191
419	0.06194424812
420	0.06191107694
421	0.06187901097
422	0.06184132084
423	0.06174772641
424	0.06171214733
425	0.06167175297
426	0.06164342598
427	0.0616258261
428	0.06159096515
429	0.06154935156
430	0.06152517474
431	0.06148016753
432	0.061466333
433	0.06143506679
434	0.06141570018
435	0.06133573224
436	0.06130825984
437	0.06128485054
438	0.06121617604
439	0.06117872313
440	0.0610888278
441	0.06104240999
442	0.06098552945
443	0.0609785995
444	0.06086752066
445	0.06078699225
446	0.06075932342
447	0.060728403
448	0.06069966825
449	0.06062335037
450	0.06052291289
451	0.06050430293
452	0.06046431302
453	0.06041793356
454	0.06034137464
455	0.06027003656
456	0.06024848588
457	0.06018276838
458	0.06014970783
459	0.06009612349
460	0.06006171184
461	0.05996962769
462	0.059943079
463	0.05989317339
464	0.05986861656
465	0.05979750048
466	0.05978407588
467	0.05976011053
468	0.05974517901
469	0.05964730914
470	0.05962949368
471	0.05960137236
472	0.05953560585
473	0.05948737307
474	0.0594474026
475	0.05938853543
476	0.05937909749
477	0.05932667714
478	0.05926369709
479	0.05919816225
480	0.05918039252
481	0.05915484228
482	0.05914574524
483	0.05912489624
484	0.05911328905
485	0.05909642554
486	0.05902649117
487	0.05901954661
488	0.05895382219
489	0.05894879822
490	0.05890776938
491	0.05884443926
492	0.05880394523
493	0.05877011057
494	0.05873762173
495	0.05863641942
496	0.05860270593
497	0.05857863937
498	0.05856074053
499	0.05854099104
500	0.05851034256
501	0.0584564957
502	0.05843582734
503	0.05842581342
504	0.0584124511
505	0.05837685736
506	0.05835673342
507	0.05834542037
508	0.0582534994
509	0.05824940414
510	0.05823201608
511	0.05821374152
512	0.05817742732
513	0.05815374196
514	0.05806244551
515	0.05802954142
516	0.05797507472
517	0.05794904046
518	0.05790059047
519	0.05782381546
520	0.05775842236
521	0.05774127788
522	0.05772289789
523	0.05768369331
524	0.05763698329
525	0.05761461882
526	0.05756040714
527	0.05752300628
528	0.05751589923
529	0.05742367154
530	0.05735030753
531	0.05729751189
532	0.05725272041
533	0.05723644071
534	0.05720693384
535	0.05715242911
536	0.05710349409
537	0.0570359141
538	0.05701833436
539	0.05697727699
540	0.05693388656
541	0.05689170453
542	0.0568155672
543	0.05676095941
544	0.05671113684
545	0.05670104607
546	0.05666337551
547	0.05663555701
548	0.05662547597
549	0.05653719807
550	0.05648925179
551	0.0564480641
552	0.05640685166
553	0.05637634152
554	0.05631836335
555	0.05627596159
556	0.05621659538
557	0.05618315638
558	0.0561445935
559	0.05611076809
560	0.05610313423
561	0.0560205249
562	0.05600279827
563	0.05595960544
564	0.05592359121
565	0.05590075066
566	0.05584903742
567	0.05584102505
568	0.05583256387
569	0.05580847749
570	0.05578400726
571	0.05570919106
572	0.05564419762
573	0.05563915707
574	0.05562216057
575	0.05559622673
576	0.05559144061
577	0.05555292997
578	0.05554977158
579	0.0555377671
580	0.05550370401
581	0.05542019721
582	0.05538618974
583	0.05536161659
584	0.05535155363
585	0.05531877671
586	0.05529294147
587	0.05527546995
588	0.0552137837
589	0.05521190156
590	0.05520872167
591	0.05519753392
592	0.05517742853
593	0.05511678322
594	0.05508966406
595	0.05505980279
596	0.0550152259
597	0.05496418168
598	0.05490049652
599	0.05488948003
600	0.05486797671
601	0.05482823908
602	0.05481206676
603	0.054739639
604	0.05468180301
605	0.05464224587
606	0.05455648239
607	0.05453845466
608	0.05451368569
609	0.0545004551
610	0.05449166884
611	0.05445784454
612	0.0543987892
613	0.05434565102
614	0.05434395344
615	0.05431635287
616	0.05427538799
617	0.05424600932
618	0.0542111793
619	0.05420449912
620	0.0541647919
621	0.05412653394
622	0.05411882889
623	0.0540978576
624	0.05405078443
625	0.053975302
626	0.05397269092
627	0.05392470314
628	0.05388670282
629	0.05384725864
630	0.05383784541
631	0.05380276033
632	0.05378149122
633	0.0537623432
634	0.05373137395
635	0.05370286908
636	0.0536814
637	0.05364315088
638	0.0536048578
639	0.05358251387
640	0.05356485585
641	0.05350785519
642	0.05344190395
643	0.05342936523
644	0.05338874573
645	0.05338178921
646	0.05336655018
647	0.05336107371
648	0.05329986834
649	0.05326681775
650	0.05317336235
651	0.05312920212
652	0.05311886898
653	0.05310717402
654	0.05308232154
655	0.0530596621
656	0.05302760237
657	0.05301820796
658	0.05298164781
659	0.05297895005
660	0.05297757197
661	0.05297435879
662	0.05296433692
663	0.05293783995
664	0.05292622052
665	0.05290965025
666	0.05286185349
667	0.05286049422
668	0.05284383181
669	0.05283206406
670	0.05279551103
671	0.05279047166
672	0.05277422837
673	0.05272919356
674	0.05268388004
675	0.05266336962
676	0.05265098692
677	0.05264604159
678	0.05262921376
679	0.05258613005
680	0.0525507628
681	0.05254939052
682	0.05253160623
683	0.05248432947
684	0.05246223864
685	0.05244662892
686	0.05242541051
687	0.0524153551
688	0.05240955558
689	0.0524050028
690	0.05239218924
691	0.05235894725
692	0.05235779101
693	0.05235259419
694	0.052336713
695	0.05231699784
696	0.05231591068
697	0.05226368489
698	0.05225930067
699	0.05225745472
700	0.05225482706
701	0.05222800346
702	0.05220231829
703	0.05218729355
704	0.05211974247
705	0.05210745567
706	0.05210642521
707	0.05208633614
708	0.05205591715
709	0.05201809586
710	0.05199812567
711	0.05199710725
712	0.05199480689
713	0.05198966051
714	0.05195564941
715	0.0519215374
716	0.0519099032
717	0.0518765176
718	0.0518674861
719	0.05185123139
720	0.05180131128
721	0.05176612599
722	0.05174625758
723	0.0517357905
724	0.05168171526
725	0.05164563685
726	0.05158787722
727	0.05156735483
728	0.05151294982
729	0.05149479412
730	0.05149388423
731	0.05146576762
732	0.05142283948
733	0.05137888787
734	0.05137798952
735	0.05134391733
736	0.05131352982
737	0.05128085975
738	0.05122810212
739	0.05121195843
740	0.05116935028
741	0.05115659177
742	0.05112902114
743	0.05108956671
744	0.05104633788
745	0.05101571052
746	0.05101309107
747	0.05096769772
748	0.05092218347
749	0.05089715478
750	0.0508596387
751	0.05085472905
752	0.05085384176
753	0.05085298269
754	0.05079161597
755	0.05076049261
756	0.05073688098
757	0.05070933205
758	0.05065068065
759	0.0506079782
760	0.05059467289
761	0.05058677127
762	0.05054910097
763	0.05054826164
764	0.05054000198
765	0.05051577751
766	0.05051345473
767	0.05045176529
768	0.05041114465
769	0.05038789038
770	0.05033105997
771	0.05028235786
772	0.05025836072
773	0.0501916649
774	0.05018726827
775	0.0501669159
776	0.05013911332
777	0.0501382155
778	0.0501248307
779	0.05009550045
780	0.05007796988
781	0.05005354976
782	0.05004598006
783	0.05003305895
784	0.0500235114
785	0.05002255639
786	0.05001019112
787	0.0500094367
788	0.04999728179
789	0.04996609302
790	0.04990842573
791	0.04990769988
792	0.04988091141
793	0.04984865749
794	0.04981706588
795	0.04976570076
796	0.04976523982
797	0.0497338985
798	0.04972248855
799	0.04969470984
800	0.04969371043
801	0.04966155192
802	0.04964256655
803	0.04963797159
804	0.04960980064
805	0.04958672859
806	0.04953636277
807	0.04951606689
808	0.04950126897
809	0.04948627117
810	0.04947426251
811	0.04945282659
812	0.04942746283
813	0.04941963657
814	0.04940779517
815	0.04938944503
816	0.04937161917
817	0.04935573315
818	0.04932009004
819	0.04931944563
820	0.04926839356
821	0.04924287609
822	0.04921342142
823	0.04920047235
824	0.04915853473
825	0.04911594757
826	0.04908720357
827	0.04908475417
828	0.04906838812
829	0.04900672893
830	0.04899704527
831	0.04898143646
832	0.04895911817
833	0.0489200279
834	0.04885797065
835	0.04885612772
836	0.04884327903
837	0.04883216817
838	0.04883143828
839	0.04881363408
840	0.04879373574
841	0.0487797619
842	0.04873999733
843	0.04873402608
844	0.04871658132
845	0.04869896582
846	0.04867334635
847	0.04865551458
848	0.04861074808
849	0.04857922773
850	0.0485639339
851	0.04855949193
852	0.04853613816
853	0.04853548438
854	0.04850810519
855	0.04849385755
856	0.04846496906
857	0.0484222929
858	0.04840061115
859	0.04839764674
860	0.04838323073
861	0.04836802659
862	0.04836740141
863	0.04834617025
864	0.04831456643
865	0.04830069331
866	0.04828787289
867	0.04828725276
868	0.04827851547
869	0.04822774562
870	0.04820150861
871	0.04817156176
872	0.04814373085
873	0.04810327793
874	0.048102475
875	0.04810132977
876	0.04808766444
877	0.0480708653
878	0.04805374998
879	0.0479974466
880	0.04799677049
881	0.04797539185
882	0.04794258915
883	0.04794059574
884	0.04791254586
885	0.04789824805
886	0.0478975893
887	0.04789703033
888	0.04788086469
889	0.04783664118
890	0.0478260177
891	0.04780739749
892	0.04777050487
893	0.04775065741
894	0.04774808618
895	0.04771877219
896	0.04768074538
897	0.0476525398
898	0.04759210461
899	0.04758612672
900	0.04755773965
901	0.04753059408
902	0.04751614931
903	0.04750741379
904	0.04750686707
905	0.04750624813
906	0.0474872119
907	0.0474670071
908	0.04744975715
909	0.04744281813
910	0.04740771977
911	0.04738035183
912	0.04737203239
913	0.04734964869
914	0.04733456197
915	0.04732195935
916	0.04730478777
917	0.04727536439
918	0.04724746032
919	0.04724682876
920	0.0472216944
921	0.04720607377
922	0.04718998933
923	0.04717804092
924	0.04717425944
925	0.04716149315
926	0.04715574619
927	0.04713511724
928	0.04709341484
929	0.04706486108
930	0.04706432204
931	0.04703073441
932	0.04698284171
933	0.04696708472
934	0.04693633709
935	0.04691674475
936	0.04689814563
937	0.0468725478
938	0.04686977828
939	0.04684797286
940	0.04682186741
941	0.04679462169
942	0.04679406956
943	0.04678533409
944	0.04677353494
945	0.04676699693
946	0.04674752194
947	0.0467210464
948	0.04666755892
949	0.04663743372
950	0.04661298289
951	0.04658228127
952	0.04656487242
953	0.04652890841
954	0.04651487896
955	0.04648958082
956	0.04646430267
957	0.04642907859
958	0.04638650004
959	0.04635343415
960	0.04634773162
961	0.0463374001
962	0.04629686285
963	0.04628604969
964	0.04628433486
965	0.04627522833
966	0.04625724818
967	0.04625496719
968	0.04622875861
969	0.04618668311
970	0.04617195955
971	0.04616196019
972	0.04615009655
973	0.04614188744
974	0.04612966953
975	0.04611099859
976	0.04610425788
977	0.04608983757
978	0.0460740776
979	0.0460620642
980	0.04601516981
981	0.04600262485
982	0.04597942781
983	0.04595908661
984	0.04593986926
985	0.0459133284
986	0.04591284256
987	0.04591236279
988	0.04588756712
989	0.04586021016
990	0.04583218149
991	0.04582015592
992	0.04580738936
993	0.04579855231
994	0.04578687174
995	0.04577184385
996	0.04574140384
997	0.04572432883
998	0.04570830562
999	0.04567670333
